geography,urban_ghg_emissions_tonnesCO2e_2000,urban_population_2000,urban_ghg_percapita_tonnesCO2e_2000,urban_ghg_emissions_tonnesCO2e_2005,urban_population_2005,urban_ghg_percapita_tonnesCO2e_2005,urban_ghg_emissions_tonnesCO2e_2010,urban_population_2010,urban_ghg_percapita_tonnesCO2e_2010,urban_ghg_emissions_tonnesCO2e_2015,urban_population_2015,urban_ghg_percapita_tonnesCO2e_2015,urban_ghg_emissions_tonnesCO2e_2020,urban_population_2020,urban_ghg_percapita_tonnesCO2e_2020
KHM,244711.69053150987,1182255.557558826,0.20698713486008177,495808.79675479437,1608485.194851867,0.3082457944541142,848857.9277741966,2076607.9258417014,0.4087713993628013,1724082.5480438005,2500897.692729556,0.6893854766854074,2919057.543542633,2822706.4406721704,1.0341342980205617
KOR,89881098.04987769,32635866.174205877,2.754058910834615,99073404.25237317,34562085.21289563,2.866534343691954,114516281.67905858,35992539.23162827,3.1816672044751972,104150484.30343401,38184754.89942616,2.7275409931988115,108670480.93944259,39318363.901224464,2.7638607041850576
KWT,10767623.440683877,1573540.7947793433,6.842926142371679,14678695.957839027,1846041.6490997188,7.951443546789728,23282285.91285285,2413005.2418887583,9.648667772735068,32457916.211370286,3184060.9020837117,10.19387417813811,36473719.515507266,3870206.9824441457,9.424229680985453
LAO,103269.71963623805,322466.2663771274,0.3202496831574411,160351.62329770665,386166.79459502525,0.4152392840142252,278087.17589536787,393746.55649003823,0.7062593216669908,454115.78415981174,376008.9412986357,1.2077260253211417,488957.97857866273,345491.96697669534,1.415251367079237
LBN,2569756.9846029086,2055227.5815284117,1.2503515463196815,3006699.0741865705,2270984.144661029,1.3239630409816692,3905448.2106563053,2424599.65530517,1.6107600288199948,3928394.597755129,2847580.5027280953,1.3795552378559872,3893758.6357073104,2634569.8797664074,1.4779485128147551
LBR,199815.12892874033,893006.5127685571,0.22375551137836658,288999.0294842934,1295859.4336131902,0.2230172671417683,340895.7646477265,1212921.118169283,0.2810535322876198,551633.51721228,1466916.4144839186,0.37604972700939626,641572.377987666,1741394.5291313299,0.36842448236454806
LBY,8821286.182386372,2377041.216675046,3.711036275056853,12038097.83143637,2806410.204278834,4.289500449037104,14327637.243927563,3129841.236124024,4.577752084853614,13227610.74709621,3120495.835953366,4.238945168486323,11470603.11048606,3509241.6736641256,3.2686842848612336
LKA,2402209.367975136,3080989.8079557484,0.7796875412479904,3237040.9472597325,3383725.020281504,0.956650120165625,3216284.6239714506,3609068.6843754626,0.8911674742837481,7348492.865151184,3824720.8254590556,1.9213148359054921,9775922.8120141,4253787.36094242,2.298169133176478
LSO,98856.14011197643,246962.70193006675,0.40028773308436616,115278.23277527376,260255.80816987858,0.4429420176476038,117816.1630941282,275179.6172057822,0.42814276831421,126983.31507704633,290454.8701917001,0.43718776343201743,133536.99934851116,302899.2063789067,0.44086282346169403
LTU,1617308.6484492742,1161665.3219507644,1.3922328728323885,2180488.391541024,1106370.249664934,1.9708487210329353,2559088.702887781,1069543.1414471269,2.3926932946578017,2650448.5991238565,1059222.2492063,2.502259182253677,2685228.8972704825,1043818.9579185783,2.572504433742944
LVA,1726674.4587408213,680581.8232018696,2.5370563830481068,2015377.71087997,641539.4334746258,3.141471288778825,2607396.7807096257,608607.5138113609,4.284200772318748,2388745.1434471644,585191.3040920896,4.081990157309746,2119566.186849635,569421.2179949599,3.7223168365819412
MAC,975548.9901997477,989903.2473744958,0.98549933317946,1887506.8169750802,1337371.1591636182,1.411356005430469,2640463.9673391385,1513624.149405398,1.7444647460047469,3339168.9081167164,1704220.5050596667,1.9593526179288685,3961135.19197758,1964272.797646673,2.016591176502204
MAR,3247285.617661249,9096695.914630845,0.35697418580722423,4410443.333572417,10116712.480863063,0.4359561806184848,5534042.462778908,11471717.285525749,0.48240750055455045,5873677.275654907,12497337.311634568,0.4699942979203039,6929997.345203992,13901614.851969708,0.49850304579702026
MDA,508788.8133013841,926061.4756238644,0.5494114879993531,616206.4837411453,884518.9642112842,0.6966571760172603,644520.0794651214,804802.9149124831,0.8008421285790306,636858.7225788981,715029.8487794276,0.8906743175351778,686161.6935088745,630957.2480924802,1.08749316309986
MDG,315233.6650479906,1230355.1940594006,0.2562135443244785,376817.57374441763,1443756.674405234,0.2609979786930858,517355.57290692464,1901512.5396982678,0.2720758144403395,643861.7398192502,2465234.156779686,0.2611767073113741,709833.2502105315,3184517.214524959,0.22290137009556682
MEX,88144979.0877129,52105379.21717014,1.6916675478040994,110617112.2919838,59060807.64750902,1.8729359908549987,134255263.41353405,64586811.72892124,2.0786792197921122,139883379.8952131,69848721.23359394,2.0026620018912498,136189880.40022278,70483384.55920179,1.932226740414707
MKD,270334.2116094173,412761.3021645522,0.6549407858531402,390888.87939793814,465219.19854331017,0.84022516831181,419312.0569840706,482026.8707779915,0.8698935316765657,409803.55396968185,498669.02886783803,0.8217946779251291,435221.81409735343,514008.85868656146,0.8467204538253849
MLI,220396.18113363764,1792025.679686272,0.12298717793610087,290723.7192761854,2332237.413111969,0.12465442739307774,531292.7881455111,3232500.327171603,0.1643597012750763,753565.8962599611,3911701.74094761,0.19264400666636963,1050711.4590702015,4798774.559501637,0.2189541196491048
MLT,384498.5046863418,282037.54461027554,1.3632883707651355,479108.21485094953,285223.7941737345,1.67976243440306,535663.7368887867,296265.6804918087,1.8080519350049962,393499.5252273124,318782.7826319345,1.2343813614352115,378848.53129097144,361501.39258341736,1.0479863675865404
MMR,1545878.4155784792,6569492.261888808,0.23531170354617642,1815606.613962147,7433359.280605951,0.24425115824808386,1810772.9057520856,8312931.402071794,0.21782603731107356,3645764.078467176,9134197.036884045,0.39913350497537087,6123359.429487846,9579294.447444547,0.6392286470661067
MNE,51318.24337012608,124921.26088194021,0.41080471817063713,69240.70888148306,132355.34420279102,0.5231425243803867,91577.01512428744,143115.6832341631,0.6398810602360813,81065.92721290133,153825.39694658646,0.5269996295933514,86060.52532119211,164021.33203841074,0.5246910523872489
MNG,3822319.6597386077,656779.8593125219,5.819788176421221,4982411.151334,831091.7195596118,5.99501960382199,6426832.966302148,1027799.386022276,6.253003313394522,7945156.326069347,1240229.3231888504,6.406199383869537,10256684.624154575,1495414.0678489662,6.858758951564497
MOZ,566964.292106418,3194730.98482611,0.17746855519269272,1062357.5515138132,3715844.0442766044,0.28589939159317745,1096057.2524588392,4607335.212064395,0.23789396733903634,1836250.5385676257,5682052.159999439,0.3231667867279499,1995472.0289889104,6683207.6511525735,0.29857998331755786
MRT,139753.97559450203,529373.509956936,0.2639988079605095,282021.1125491425,698088.7963978369,0.40399031470549523,407617.33778790286,888586.2758699834,0.4587256734173833,705844.8096040508,1099187.479795496,0.6421514278304674,1021674.990069182,1326579.761005742,0.7701572269537736
MUS,470616.3080345279,506099.0595282134,0.9298897106689694,537532.1981652257,521984.05388349795,1.0297866269401363,530011.8494535201,533983.4334549173,0.9925623460344066,654261.610107703,560684.3291593967,1.1668983349126265,562288.5895577959,564883.8611469632,0.9954056545642891
MWI,328480.1166012665,999125.1131089953,0.3287677511969738,440003.4143042088,1195024.0039775784,0.36819629801550363,541719.6057127888,1417446.1998084127,0.3821800120427919,393536.684786326,1686826.903784805,0.23329998110851272,488919.4588331379,2057145.6239361991,0.23766886171997192
MYS,21463055.857834168,10391868.82486688,2.0653701677291054,30547226.873841856,12248710.571516575,2.493913681402274,35006122.467887975,14515171.217770942,2.4116920112543996,39770023.678446695,16500177.351572974,2.4102785582880655,41189420.9290448,18586438.11211945,2.216100830109394
NAM,75830.32564418258,222596.64100758792,0.3406624884406843,118073.20531573534,263237.5086824568,0.44854248130028823,152021.43020896337,306868.9694250274,0.4953952512494244,205670.30556435336,355928.4749988279,0.5778416732885185,274411.6078644826,378374.03783475293,0.7252389974608306
NCL,119188.91375687654,76089.03693515013,1.5664400360128092,220319.26609408134,107912.79459902512,2.0416417433421903,324407.91425410955,120727.999651714,2.6870975680040092,369813.27154121595,131419.8861331993,2.8139825898676816,461986.06108049036,144394.3209544546,3.1994752842545084
NER,67476.830791764,1422456.8323673108,0.047436821460139715,110616.30565145754,1919712.4903587312,0.05762128767041933,150663.32811928345,2368895.233194883,0.06360067174270377,243276.83757239068,2806602.5511346874,0.08668018828459903,311930.5668468856,3214679.596513557,0.09703317468564714
NGA,15350463.244076429,33556542.9370569,0.4574506758002394,24520845.16891168,41093743.226676315,0.5967050758470157,28128920.881946187,48962964.476819925,0.5744938277841203,34548178.288559996,57281680.31455146,0.6031278778633106,40170386.53667919,65332936.102111384,0.6148565935242116
NIC,707105.239162138,1357992.5956028008,0.5206988914753694,661351.937639463,1533211.3007716378,0.4313508107503619,752808.4808779806,1676227.3371644546,0.4491088196613289,728634.3680040694,1759297.1135319278,0.4141622028477489,649163.5615538461,1871306.2836149174,0.34690396074544083
NLD,24778975.552377142,6897118.042231364,3.5926564400745877,32264528.42902495,7688846.342300391,4.196276917581353,34195090.113249265,8026082.198810049,4.2604958765958125,31881639.43666807,8442073.12610556,3.776517800832589,30110746.404468626,8846308.414710604,3.4037640327345136
NOR,2099563.0208866056,908829.3710739594,2.310183943995518,2425106.302723318,1008375.1244244748,2.4049644264156513,3080136.271728842,1140479.0108983896,2.7007391125089852,3214423.6200557374,1304019.2865100298,2.4650123301922604,3137476.7222076254,1407594.06786136,2.228964155109418
NPL,397998.82330402796,1739671.9596633138,0.22877808720964518,536194.6094166208,2415447.4392120764,0.22198562498695004,1139045.273592915,3195532.050229891,0.3564493347863528,1389013.2768539223,3948278.625461032,0.3518022431083445,1838424.9594976795,4412764.57402129,0.4166152371510608
NZL,6979159.405616062,1629203.9842321484,4.283784887075005,6877205.903989896,1896691.0337911178,3.6258967757356317,7766510.319104147,2010621.213717823,3.862741657213075,7541133.325877692,2158177.3743201634,3.4942138749152565,9456711.441528976,2519124.5234699566,3.7539674412374313
OMN,2089048.8290857642,509139.2136953224,4.103099452747882,2544845.1202733065,567398.2450982785,4.4851127797064585,3507714.104401456,1215705.7312238864,2.8853315521266305,4727705.905289011,1176764.780898562,4.017545376977545,4932905.654760213,1119832.215318574,4.405039958023426
PAK,16032283.21519103,45546776.69257642,0.35199600014294974,21058789.980784494,52944181.47571397,0.3977545670517992,25939580.973903432,60292671.90693658,0.4302277565993741,33259241.674089096,67029380.86707474,0.4961890031484126,43402690.14751693,74510314.20580126,0.5825057995009456
PAN,810001.4955247388,1162966.5479354598,0.6964959542152633,1110138.7640725102,1305034.6184077398,0.8506584794102856,1286917.3072340237,1480444.6983479697,0.8692775276713115,1699608.403636839,1675053.9826560176,1.0146588833763357,2033748.0190535649,2045008.3143367935,0.9944937655244299
PER,6815052.711443253,11658728.630710721,0.5845451015551946,7784168.488469616,13042689.243565641,0.5968223533585901,11185535.945173966,14356051.074264793,0.7791513061154809,11581417.579641335,15633436.955107976,0.7408107131463048,11360493.105785074,16988293.395519823,0.6687248001486176
PHL,10385913.072282948,22622562.387611944,0.4590953444765499,11744960.738592446,25136794.031095214,0.46724179400378035,12563808.66086324,27918138.535826053,0.4500231505313539,15171105.002564203,30307471.789883576,0.5005730965533131,16826092.073798075,33102826.50524028,0.5082977452434296
PNG,156877.03457056,290081.37572423415,0.5408035389341753,266089.5398850131,332403.8064572973,0.8005008809043125,171624.2943363961,364692.05988961866,0.47060057843963377,222081.77437370585,396006.0787918641,0.5608039529373722,244356.83771937367,478540.4149548602,0.510629468448184
POL,36686300.57715298,10535014.50591834,3.4823208412806097,38353042.904588714,10708043.655696454,3.5817040103479316,36230826.568267934,10963948.794626798,3.304541752878662,36821094.30246965,11168124.002981573,3.296981148547371,36281675.99494342,11495516.840394568,3.1561587442029357
PRI,509810.44015586074,1284011.4576428682,0.3970450864135966,569008.5983660818,1381294.1214545006,0.41193876780342525,549219.8324736505,1352007.4638090176,0.406225444145353,716628.2567558939,1353027.1157983784,0.5296481115480338,631126.4777255578,1227116.1530851922,0.514316820081613
PRK,5175948.2720755,7201727.011308156,0.7187093129117812,7326890.136089697,7964650.869062964,0.91992609048935,6513936.056249103,8183368.355065081,0.7959969261578349,5582505.749602291,8352332.030701521,0.6683768951093064,8808831.315016177,8610414.897901172,1.0230437696055006
PRT,4680504.326890245,2895713.7077271263,1.6163560349217043,5215538.268042693,3080594.474450215,1.6930298068438543,5239536.827299445,3261769.9737827824,1.6063477404640465,4791819.140415752,3342346.56017787,1.433669146553356,4725352.6928464975,3503868.160862211,1.3486103003612187
PRY,2239386.6728244987,2009334.203173715,1.1144918895460094,2228250.748776442,2273282.4163965266,0.9801909048804124,2713029.254367603,2419381.1825286094,1.1213732147540671,3010587.818017912,2435770.7797983284,1.2359897913986702,3540076.4222953436,2255490.741127599,1.5695371112565664
PSE,3247257.839143098,2380194.550303614,1.3642825283878086,3950785.341126356,2741933.1890645716,1.4408758597339097,4603449.695648151,3298149.5018999325,1.395767442620866,4401772.662426274,3736697.310899348,1.177984807489493,4225892.289054859,4157737.5770314876,1.016392259194009
QAT,4659442.5299793575,449946.647206766,10.355544504898118,7193746.054547876,639982.7871043946,11.2405305259787,8456711.824453233,1260245.7459704073,6.71036728470878,14312306.16759782,1701119.0137312727,8.413465520090147,15180940.970672794,2084395.761073179,7.2831375184032625
REU,34776.490432531245,110503.23041700918,0.3147101700221271,53431.09150035443,142599.85387330604,0.37469247021687485,47448.00630470446,155034.0228459189,0.3060489912711665,52804.39495432588,168490.88238277903,0.3133961565609491,57819.12098459125,207544.108256301,0.27858714694607994
ROU,14217879.682349376,5904630.484520042,2.4079203126468083,15191877.222010445,5793634.450687692,2.6221670268146107,12815774.411213392,5828276.589996183,2.198896056719536,10761709.084228236,5833145.674006518,1.8449237659508881,10622158.205148611,5913095.135391917,1.7963787089389658
RUS,279235087.36074895,60451255.5333448,4.619177631583241,300899156.9634711,60974046.648185484,4.934872679512825,330201798.6156032,62018081.88809483,5.3242826698738925,370329781.5752205,64347424.35992126,5.755160913726955,395039772.76790184,66713889.57810514,5.921402203740645
RWA,246062.11982354964,1494931.6977409227,0.16459756669511275,331537.9211836462,1922411.9081618479,0.17245935679864402,378926.2755856853,2297667.471945158,0.1649178047791633,506756.2513696371,2710745.6327841636,0.18694349083914444,535234.779320217,3145779.6660598107,0.17014375962020747
SAU,59552751.11748366,12591669.993324615,4.729535569869218,89907445.85838494,14734274.799995339,6.10192541396156,119024103.16515864,18187784.167522125,6.544178337991258,150204074.47577605,20770988.92674026,7.231435874601309,158399276.27458712,24070053.929789208,6.580761170566031
SDN,3239212.544874908,7057668.297475535,0.458963556849724,3992206.1684381305,8031329.030222386,0.49707914510975865,3575063.1037534326,9195865.964565149,0.3887685094073127,4828025.003993836,10269622.49652936,0.47012682361259894,5475956.504490629,11504717.03934497,0.47597489671092397
SEN,744670.667446621,3747598.836332936,0.1987060782032073,1019158.237379016,4332874.232091692,0.2352152826940047,1498366.3080282458,5022803.6074211905,0.298312740282023,1692030.2358540318,5734526.085399066,0.295060168993247,2346029.489309411,6364819.5505391285,0.36859324458156745
SGP,26499998.148761667,4742545.797851082,5.587715813049019,21828056.952007823,5222350.445267541,4.1797380663697625,26203480.22260923,6216132.939800954,4.21539894277877,30380813.922160223,6869224.7720512925,4.422742730121478,31236744.803709112,7287285.439692631,4.286471973990172
SLE,143894.905350218,1046661.6350408763,0.13747986983835356,222715.7118420447,1349851.853066573,0.16499270741161892,284729.8878284485,1652097.1585679934,0.17234451760406572,420228.7483517707,1944458.9949373775,0.21611602478935504,441412.5934011693,2406986.8164918395,0.18338803950929983
SLV,753071.3375553848,1908965.7679835663,0.39449179769779286,975916.4996941147,1958979.7300741684,0.4981759048916579,889869.5446781396,1950358.8555148402,0.4562593915278422,640401.5433032913,1958350.8233880398,0.32701063346523696,701580.9008193377,2021300.603683386,0.3470937967073563
SOM,338357.82035645505,2585480.66934755,0.13086843942323506,489951.4201809193,3115708.0788246817,0.15725202996737117,528085.477972256,3602748.647892898,0.14657849591619773,627622.3637273107,4352304.677850343,0.1442046019713172,813053.2650294646,6484981.371268283,0.12537480348543453
SRB,956337.4053542882,1637735.5327356805,0.5839388510773886,1231195.890766233,1731316.5857028575,0.7111327303933891,1573745.8619737988,1824922.9729800741,0.8623628971056754,1455974.2913569082,1939036.5973726748,0.7508750960810647,1500157.6015172238,2060462.7476241258,0.7280682959432402
SSD,78255.54558906457,544742.1678640076,0.1436561188128926,142039.15864942814,748730.8825678987,0.18970655806567094,210420.34865593788,995408.1551908543,0.21139102342957294,250983.79952512548,1091026.0929473343,0.23004381026956877,280685.1369031579,901179.006685308,0.3114643537198745
SUR,235282.26485574467,206407.50020162264,1.1398920321495907,286653.8537510171,236093.93523601384,1.214151703915903,256532.76581014256,258137.8185562331,0.9937821867595085,435387.6306745856,273975.76353018696,1.5891465181613194,371970.19610267814,296575.6972533209,1.2542167127907276
SVK,6088972.980949443,615055.9306591357,9.899868739456078,7157456.038945587,599555.9393609605,11.937928671967448,6889677.321419935,584416.1530948218,11.788991945097864,6875583.566933535,576285.6238957349,11.930860812480562,5844228.557724701,573205.0691667155,10.195702850675453
SVN,1058850.7203425725,531339.4956548095,1.9927950566476738,1101341.2925767107,530697.7974019302,2.075270140498806,1173504.73283754,539805.3225843031,2.17394064811999,910492.7662692803,547228.5125077142,1.6638255234488448,878885.8868503594,556528.1981006666,1.5792297494535643
SWE,7884209.666989459,2303040.5054512303,3.423391663467387,9319281.741481772,2467638.823145046,3.7765987688604263,10272138.539359797,2707749.5028713197,3.79360739553904,8665188.270840965,3008328.09600461,2.8804000076817706,9157185.699730184,3324895.614988975,2.7541272749883148
SYR,4543826.703740104,6059887.196063626,0.7498203442948043,6984274.473969625,7366147.618744415,0.9481583638368788,8016268.857607331,9740185.701075302,0.8230098587055016,3801483.0616646903,6974844.41121351,0.5450276504452225,3705980.5645167134,8345716.992074002,0.44405778054016387
TCD,202670.92619840993,1099832.928128139,0.18427428477100222,261886.4845731965,1316668.8968185668,0.19890079062852178,259816.65630155976,1541739.4172422625,0.16852177053778555,383168.5455155384,1790639.621872876,0.21398417684669158,525019.0824693784,2077686.9006437557,0.2526940331128358
TGO,458942.6586759546,1211142.5479599698,0.3789336436482978,565681.5982455317,1594255.8507772498,0.3548248532189762,786600.4890011594,1835914.751035088,0.428451532707428,886384.5094052913,2053278.4778723824,0.43169230036627443,1032966.4952397327,2343013.7812189506,0.44087085766193523
THA,22774860.622315913,11739504.99120145,1.9400188201619462,36867361.22273718,14592604.086837793,2.5264415455491407,56394969.109360866,18004223.410452724,3.1323188911674804,71097732.3823042,20349589.061131675,3.493816615594612,90247606.35624683,22918981.97686798,3.9376795377444473
TJK,362157.6159364723,1079628.7903950615,0.3354464230283729,473909.4608852166,1268638.493800306,0.37355752895813815,512415.85200608143,1437537.609685863,0.3564538754002108,725070.4122721803,1752446.434152904,0.41374754636803734,1142796.3046476548,1983009.4306765029,0.5762939333363585
TKM,2842297.735578479,1215955.6242561352,2.337501203892423,4092857.5457324446,1364448.1993566314,2.9996430408001715,5671891.752299277,1507600.1696781341,3.762198934688499,8004207.479380553,1685056.7943537529,4.750111394583764,7881361.604766205,1875349.0276701842,4.202610547945581
TLS,5933.069963054637,140034.45395010314,0.04236864425642492,15484.384777174622,159026.00519425317,0.09737014243840285,16387.694903775202,205208.97437102607,0.07985856833992841,27159.661000720433,258142.3372890851,0.1052119589755834,26007.684139549554,315917.58187964343,0.08232426946550199
TUN,3590358.657920914,2960426.9404634926,1.2127840781501593,4348280.306646026,3278038.556236085,1.3264884570603757,5173080.171989264,3590136.2626941428,1.4409147156178508,6150790.182055881,4132844.636819394,1.4882703615951756,5944938.512426906,4534251.1127874,1.3111180577672716
TUR,28401968.566377055,27831868.181648035,1.0204837268202116,33252241.65707417,32473712.428421363,1.023974136938265,47470592.139290996,37088636.68370427,1.2799228115103047,58877030.455561295,40792844.878049016,1.4433175874733741,66798535.364060536,44293606.537920296,1.5080852652373993
TWN,49772179.513974406,15342631.897445578,3.2440444277530416,58686763.42194437,16363869.959322577,3.5863621238636303,62591028.12662819,17070303.532072388,3.6666616975515165,85433914.37760454,17749941.945427533,4.813194017212699,80052757.04152845,18414258.152723964,4.347324577378453
TZA,1801279.8768253399,4823809.224888446,0.3734144102406943,2746297.391206093,6180496.409089797,0.4443489987579397,3237089.754696309,7993589.061400323,0.404960741643283,4819682.144473777,10239588.63201062,0.4706909933282541,5463757.415728893,12781436.386970412,0.4274760089796112
UGA,581646.976958127,1987535.4235735037,0.29264735111606244,874842.9402315385,2563811.5295720133,0.3412274771919679,1085202.0908411855,3200682.5051099956,0.3390533391264596,1540750.779706256,3933960.0764710703,0.39165389321601224,2490176.014281606,4654691.815477732,0.5349819307051219
UKR,61355103.01840167,18218655.323674414,3.3677075463781985,63951737.276297286,18142649.25557814,3.524939294994896,65112324.99640429,18138464.31115798,3.5897374705724165,45839309.90175784,18136489.476943746,2.527463209461328,38872238.31655801,17956169.133630183,2.1648402856572586
URY,1573362.7676794317,1630952.8404451609,0.9646893083983898,1981105.0832769633,1647288.400656217,1.2026461683866447,4134187.448603964,1670046.5539595797,2.4754923381040217,5866105.286576521,1690925.3368088116,3.4691687201560844,6017933.425581319,1698637.8935181843,3.5427994680591386
USA,318441819.7066453,51475226.87894295,6.186312115836653,937397098.2019192,152986102.51601386,6.127334985240224,920629412.7673615,169477916.83820456,5.432149686181584,948093674.9960105,184128301.3134908,5.149092606800393,930581061.2426304,195976048.3881824,4.748442827050826
UZB,21832157.94865101,8669930.636375725,2.518146783902929,23004148.49200534,9632021.896177666,2.3882990238149495,25495358.04118076,10582106.786011158,2.4092894313714477,21728155.88490633,11429102.973525578,1.9011252182465692,26017346.59435229,12390547.418551845,2.09977378040599
VAT,4083064.677465995,2245363.3443433633,1.8184427423527088,4885424.163938849,2335844.7728994773,2.091502064101026,4566458.084820884,2629664.1268366957,1.7365176176753865,4015851.4882129678,2704780.7096247408,1.4847235023241954,3610639.017917077,2786678.9006780926,1.2956781698237594
VEN,17809239.29116775,13232421.675167322,1.3458790634362516,21524599.59155925,14656541.717663042,1.4686001654550815,20036151.321278196,12546040.142171413,1.597009980378592,22190099.04999776,17787151.557273842,1.2475352772784682,13797029.959684584,16502226.06440278,0.8360708371003583
VNM,10126695.98578595,14901941.612771373,0.6795554733020222,16028136.074486222,18889629.194512416,0.8485151248571106,23461876.968407836,23522437.9197126,0.9974253964869002,36875339.16088177,28494027.610348426,1.2941427468642388,41465121.21396548,31340935.695858598,1.3230339265028612
YEM,517880.23296627024,2926617.936750546,0.17695518996964735,737751.4456489172,3584487.8057552953,0.2058178143232556,905236.299943141,4210911.63559089,0.21497394822822374,642565.7918874582,4898280.799235345,0.13118190202320926,606099.0504939728,5938188.328669114,0.1020680074371797
ZAF,46023142.70029864,15185761.891278597,3.030677224481598,60468659.20394448,18115067.758501425,3.338031080538822,57571127.03746025,20558247.80098929,2.800390752887503,60910019.131870694,22946463.58281132,2.654440363416044,59512962.44485628,26816275.76949421,2.2192851444553434
ZMB,1175453.577009625,2589306.5854323404,0.45396461879903566,1430013.793138839,3184391.4509844435,0.44906972498521036,1590838.4137847861,3928934.4342462067,0.40490327349786875,2131925.598728452,4694974.5641790815,0.454086719658559,2675071.640113067,5658418.810306642,0.472759569376608
ZWE,2031586.8396438549,2399271.363829381,0.846751588949622,1877604.5168707557,2582170.72957982,0.727141894748488,1398946.4471441566,2774971.525246875,0.504130018782697,1676553.0839352934,2871612.26258183,0.5838368590987719,1883100.6459067021,2913971.2905229945,0.646231708607097
